Leap Product,Company ObjectId,Account Name,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,NAICS Code,Primary Classification,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Consolidated Census Bands,Census Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR
Leap,AJcmzXBtu2,Vista Home Improvement,Premium 2019,0014100001NE8je,1229,10/13/23,2/13/18,not found,Contractors - Building,27,85.5,2308.5,2000,"$127,104 ",1089,west springfield,Massachusetts,Jordan Kahlenberg,Jordan Kahlenberg,2308.5,20-49 employees,20-49 employees,5,0,27,0,2308.5
Leap,tNmUcNLCis,Crawl Space Ninja,Premium 2019,0014100001JVWNC,1228,10/9/23,2/9/18,not found,Home Improvement & Remodeling Services,30,88,2640,1500,"$125,409 ",37932,Knoxville,TN,Jordan Kahlenberg,Jordan Kahlenberg,2640,20-49 employees,20-49 employees,3,0,30,0,2640
Leap,Qamo9VUmWX,Safe Step of MN,Premium 2020,0011K00002J2I2I,2438,11/3/23,4/3/20,not found,"Heating, Ventilation & Air Conditioning",50,60.5,3025,2500,"$122,556 ",,,MN,Yesenia Romero,Yesenia Romero,3025,50-249 employees,100-249 employees,35,0,50,0,3025
Leap,FsTwFdBDGf,Dream Home NJ,Premium 2020,0011K00002OjoK4,2812,11/3/23,2/3/21,not found,Contractors - Roofing,45,99,4455,500,"$122,159 ",8043,Voorhees,NJ,Jordan Kahlenberg,Jordan Kahlenberg,4455,20-49 employees,20-49 employees,,0,45,0,4455
Leap,IwTuAJMYwO,"GatorGuard, LLC",Premium 2019,0014100000IOLsE,1022,10/9/23,1/26/17,not found,Carpet & Flooring,19,66,1254,2500,"$114,894 ",46268,Indianapolis,Indiana,Jordan Kahlenberg,Jordan Kahlenberg,1254,10-19 employees,10-19 employees,0,0,19,0,1254
Leap,69tcuGyDm4,The Basement Doctor,Premium 2019,0014100001ZNDul,1280,10/30/23,4/30/18,not found,Contractors - Building,26,79.2,2059.2,2500,"$114,340 ",43068,Reynoldsburg,OH,Sydney Stansell,Sydney Stansell,2059.2,50-249 employees,50-99 employees,11,0,26,0,2059.2
Leap,2Guk4fzIYO,Re-Bath of Idaho (IBS),Premium 2019,0011K0000223XJh,1431,11/4/23,1/4/19,not found,Contractors - Building,44,60.5,2662,2500,"$112,396 ",83642,Meridian,Idaho,Yesenia Romero,Yesenia Romero,2662,20-49 employees,20-49 employees,5,0,44,0,2662
Leap,aiSaCkHIOF,HomePride,Premium 2019,0014100001dKC5M,1425,10/31/23,12/28/18,not found,Contractors - Building,20,95,1900,2000,"$112,196 ",80104,Castle Rock,CO,Colton Temanson,Colton Temanson,1900,20-49 employees,20-49 employees,1,0,20,0,1900
Leap,92K4hDcvgX,All Weather Seal of West Michigan,Premium 2019,0014100000GCfDb,1147,10/21/23,10/17/17,not found,Contractors - Roofing,66,57,3762,2500,"$110,809 ",49331,Lowell,MI,Yesenia Romero,Yesenia Romero,3762,50-249 employees,50-99 employees,20,0,66,0,3762
Leap,ZBOAidWz1D,Euro-Tech Inc.,Premium 2019,0014100001aF4H2,1405,10/16/23,11/16/18,not found,Glass Products & Services,24,80,1920,2500,"$109,562 ",60106,Bensenville,IL,Sydney Stansell,Sydney Stansell,1920,20-49 employees,20-49 employees,20,0,24,0,1920
Leap,uQ6CCkF11x,DiGiorgi Roofing and Siding,Premium 2019,0014100001KVE27,1219,10/30/23,1/30/18,not found,Contractors - Roofing,18,79.2,1425.6,2000,"$108,619 ",6403,Beacon Falls,CT,Jordan Kahlenberg,Jordan Kahlenberg,1425.6,50-249 employees,100-249 employees,20,0,18,0,1425.6
Leap,AgeSvPpzGG,Integrity Home Exteriors,Premium 2019,0014100000yw3Bi,1192,10/29/23,12/29/17,not found,Contractors - Roofing,35,72,2520,2000,"$108,040 ",43609,Toledo,OH,Sydney Stansell,Sydney Stansell,2520,50-249 employees,50-99 employees,7,0,35,0,2520
Leap,1iBpvMXtIe,Sir Home Improvements,Premium 2019,0011K00002AGMS3,1912,10/24/23,5/24/19,not found,Contractors - Building,28,85,2380,0,"$107,205 ",49087,Schoolcraft,MI,Yesenia Romero,Yesenia Romero,2380,50-249 employees,50-99 employees,25,0,28,0,2380
Leap,pfqFzT4FDM,Re-Bath & More,Premium 2019,0014100001PNH7m,1898,10/21/23,5/21/19,not found,Contractors - Building,22,105,2310,2500,"$106,283 ",17603,Lancaster,PA,Jordan Kahlenberg,Jordan Kahlenberg,2310,50-249 employees,100-249 employees,5,0,22,0,2310
Leap,mp9OjxZSlf,Improveit! Home Remodeling,Premium 2020,0014100001SbHSA,2455,10/9/23,4/9/20,236118,Glass Products & Services,60,50,3000,2000,"$103,382 ",43201,Columbus,OH,Sydney Stansell,Sydney Stansell,3000,50-249 employees,50-99 employees,50,0,60,0,3000
Leap,CXWGEXcv47,"Bordner Home Imp, KC",Premium 2019,0014100001s9jFD,1344,10/30/23,8/30/18,not found,Contractors - Roofing,25,72,1800,1500,"$103,208 ",64138,Raytown,MO,Corey Stroup Mishenko,Corey Stroup Mishenko,1800,50-249 employees,50-99 employees,10,0,25,0,1800
Leap,XIMdn1jNvp,My Window Works,Premium 2020,0011K000027SwoT,2680,10/25/23,9/25/20,not found,Glass Products & Services,50,55,2750,0,"$102,000 ",60440,Bolingbrook,IL,Jordan Kahlenberg,Jordan Kahlenberg,2750,250+ employees,250-499 employees,50,0,50,0,2750
Leap,HZIxBEcgCa,Clear Choice Home Improvements,Premium 2019,0014100001VAT5k,1302,10/31/23,5/31/18,not found,Contractors - Roofing,22,70.4,1548.8,2000,"$100,633 ",3257,New London,NH,Colton Temanson,Colton Temanson,1548.8,50-249 employees,50-99 employees,18,0,22,0,1548.8
Leap,0njHSznpZd,"Safe Step Walk In Tub, LLC",Premium 2019,0011K00002EPy6P,2316,11/5/23,2/5/20,not found,Contractors - Building,33,71.5,2359.5,0,"$98,601 ",92649,Huntington Beach,CA,Yesenia Romero,Yesenia Romero,2359.5,250+ employees,250-499 employees,50,0,33,0,2359.5
Leap,jIBq3nDjJF,Master's Home Solutions,Enterprise 2021,0014100000NACh7,2924,11/4/23,5/4/21,not found,Contractors - Building,33,105,3465,0,"$98,196 ",18052,Whitehall,PA,Yesenia Romero,Yesenia Romero,3465,50-249 employees,100-249 employees,0,0,33,0,3465
Leap,qxjWdEyA1S,Carolina Home Remodeling,Premium 2019,0014100000d8ejZ,1110,11/3/23,7/3/17,236118,Contractors - Building,18,60,1080,2500,"$97,700 ",28273,Charlotte,North Carolina,Colton Temanson,Colton Temanson,1080,10-19 employees,10-19 employees,14,0,18,0,1080
Leap,Cyutnmg0Uu,Victors Roofing,Premium 2021,0011K00002H5nlf,3039,10/24/23,8/24/21,238160,Contractors - Roofing,51,99,5049,1500,"$97,475 ",48188,Canton,MI,Jordan Kahlenberg,Jordan Kahlenberg,5049,50-249 employees,50-99 employees,25,0,51,0,5049
Leap,1gGLcvyoZE,Home Town Restyling,Premium 2019,0014100000yw7mK,1162,10/31/23,10/31/17,not found,Contractors - Building,9,60,540,2500,"$96,995 ",52233,Hiawatha,IA,Francesca Furnells,Francesca Furnells,540,1-9 employees,5-9 employees,10,0,9,0,540
Leap,E8khdHYA7n,Thats Byers,Premium 2019,0014100000MU9b6,1035,10/30/23,6/13/17,not found,Contractors - Roofing,2,66,132,2500,"$95,815 ",95945,Grass Valley,CA,Sydney Phillips,Sydney Phillips,132,50-249 employees,100-249 employees,15,0,2,0,132
Leap,KTrf2D1ZFM,AM Group of Companies,Premium 2019,0011K000027TL5l,1758,10/31/23,4/1/19,not found,Contractors - Roofing,4,71.5,286,1500,"$95,307 ",N1K 1S3,Guelph,Ont.,Christopher Cielo,Christopher Cielo,286,250+ employees,250-499 employees,31,0,4,0,286
Leap,EYT4lCAnhs,"Jacob Family, Inc.",Premium 2019,0014100000i8UNY,1134,11/7/23,9/7/17,not found,Contractors - Building,30,60,1800,2500,"$95,181 ",62208,Fairview Heights,IL,Sydney Stansell,Sydney Stansell,1800,20-49 employees,20-49 employees,18,0,30,0,1800
Leap,oAlnC8HLOT,Bath Planet Dallas (Zintex Remodeling),Premium 2019,0011K0000223d8E,1450,10/16/23,1/16/19,not found,Contractors - Building,54,55,2970,2000,"$94,231 ",75057,Lewisville,TX,Yesenia Romero,Yesenia Romero,2970,50-249 employees,50-99 employees,14,0,54,0,2970
Leap,eHLGJMAEXg,Legacy Restoration LLC,Enterprise 2021,0011K000027SvN6,3599,10/19/23,9/19/22,not found,Contractors - Roofing,138,80,11040,0,"$91,832 ",55447,Plymouth,MN,Jordan Kahlenberg,Jordan Kahlenberg,11040,50-249 employees,100-249 employees,175,0,138,0,11040
Leap,pFRFlPBNE8,Comfort Windows,Enterprise 2021,00141000015NveK,3348,10/21/23,3/21/22,236118,Glass Products & Services,70,75,5250,0,"$91,522 ",13209,Syracuse,NY,Yesenia Romero,Yesenia Romero,5250,50-249 employees,50-99 employees,67,0,70,0,5250
Leap,NDvIZedYcF,Re-Bath of RI and Southern MA,Premium 2019,0014100000PC9Fh,1010,10/27/23,3/27/17,not found,Contractors - Building,28,66,1848,2500,"$91,360 ",2919,Johnston,RI,Francesca Furnells,Francesca Furnells,1848,50-249 employees,100-249 employees,7,0,28,0,1848
Leap,TjagAI7J2n,Faerber's Bee Window,Enterprise 2021,0014100001sA7qL,3377,10/31/23,3/31/22,238170,Glass Products & Services,54,105,5670,0,"$91,336 ",46038,Fishers,Indiana,Jordan Kahlenberg,Jordan Kahlenberg,5670,50-249 employees,50-99 employees,17,0,54,0,5670
Leap,PSuMRhfHeV,Bath Planet Chicagoland,Enterprise 2021,0014100001yRjxH,3571,10/31/23,8/31/22,not found,Contractors - Building,119,74,8806,0,"$90,507 ",60107-2943,Streamwood,IL,Jordan Kahlenberg,Jordan Kahlenberg,8806,50-249 employees,100-249 employees,13,0,119,0,8806
Leap,sEgiJ95GG9,Marshall Building & Remodeling,Premium 2019,0014100001H1Mlz,1208,11/3/23,1/3/18,not found,Contractors - Siding,16,69.3,1108.8,2500,"$89,626 ",2915,Riverside,RI,Jordan Kahlenberg,Jordan Kahlenberg,1108.8,10-19 employees,10-19 employees,8,0,16,0,1108.8
Leap,idO7lN0ya7,GF Sprague & Company Inc.,Premium 2019,0014100000FNrbD,1020,11/8/23,2/21/17,not found,Contractors - Roofing,9,104.5,940.5,2500,"$89,612 ",2494,Needham,MA,Sydney Stansell,Sydney Stansell,940.5,10-19 employees,10-19 employees,7,0,9,0,940.5
Leap,caCGAaap4Q,ASP Windows and Doors,Premium 2019,0011K000029ifb3,1830,10/19/23,4/19/19,423310,Glass Products & Services,21,88,1848,0,"$89,271 ",33166,Miami,FL,Francesca Furnells,Francesca Furnells,1848,20-49 employees,20-49 employees,12,0,21,0,1848
Leap,wy1Fu4xrNX,AAA Windows and Siding,Premium 2019,0014100001aF4wF,1269,10/26/23,4/26/18,238170,Contractors - Siding,17,80,1360,2500,"$88,887 ",62656,Lincoln,IL,Corey Stroup Mishenko,Corey Stroup Mishenko,1360,50-249 employees,50-99 employees,15,0,17,0,1360
Leap,TLqAEs1QE0,Bath Experts,Premium 2020,0011K00002CUFFe,2723,10/10/23,11/10/20,not found,Contractors - Building,46,105.5,4853,0,"$87,012 ",46268,Indianapolis,IN,Sydney Stansell,Sydney Stansell,4853,50-249 employees,100-249 employees,5,0,46,0,4853
Leap,Ukm8eTxzZG,Yankee Home Improvement,Premium 2019,0014100000yMO12,1199,10/20/23,12/20/17,not found,Contractors - Building,30,54,1620,2000,"$85,144 ",1022,CHICOPEE,MA,Sydney Stansell,Sydney Stansell,1620,20-49 employees,20-49 employees,14,0,30,0,1620
Leap,MIj2BijVlL,Locktight Impact Windows and Doors,Premium 2020,0011K00002H4Dfi,2848,10/11/23,3/11/21,423310,Glass Products & Services,23,105,2415,0,"$82,486 ",33312,Ft Lauderdale,FL,Sydney Stansell,Sydney Stansell,2415,20-49 employees,20-49 employees,5,0,23,0,2415
Leap,fdFd76zBX2,ABC Seamless,Premium 2019,0014100000EQQJU,1001,11/1/23,11/23/16,not found,Contractors - Siding,20,34,680,10000,"$82,120 ",58103,Fargo,ND,Yesenia Romero,Yesenia Romero,680,50-249 employees,100-249 employees,0,0,20,0,680
Leap,5uMv0xne1g,Home Genius Exteriors Corporate,Enterprise 2021,0011K00002AHEeF,2912,10/29/23,4/29/21,not found,Contractors - Building,37,88,3256,0,"$81,496 ",20785,Hyattsville,MD,Jordan Kahlenberg,Jordan Kahlenberg,3256,50-249 employees,50-99 employees,5,0,37,0,3256
Leap,qMhpJW9h6f,Now Remodeling,Premium 2019,0011K000025mWRN,1564,10/15/23,2/25/19,236118,Glass Products & Services,31,80,2480,1000,"$80,991 ",99218,Spokane,WA,Sydney Stansell,Sydney Stansell,2480,20-49 employees,20-49 employees,5,0,31,0,2480
Leap,XmapphCXFV,RB Pro Inc (ReBath Pittsburgh),Premium 2019,00141000019QEvk,1178,10/27/23,11/17/17,not found,Contractors - Building,25,60,1500,2500,"$80,523 ",,Pittsburgh,PA,Francesca Furnells,Francesca Furnells,1500,20-49 employees,20-49 employees,15,0,25,0,1500
Leap,3FqtENviVv,Vytex Windows,Premium 2020,0011K00002LRlyx,2648,11/7/23,8/7/20,not found,Glass Products & Services,31,65,2015,2500,"$79,070 ",20723,Laurel,MD,Jordan Kahlenberg,Jordan Kahlenberg,2015,250+ employees,250-499 employees,31,0,31,0,2015
Leap,l9WgXsju4A,Kingdom Construction,Enterprise 2021,0014100001uEpoo,2195,10/22/23,11/22/19,not found,Contractors - Roofing,17,79.2,1346.4,0,"$78,920 ",46953,Marion,IN,Yesenia Romero,Yesenia Romero,1346.4,10-19 employees,10-19 employees,11,0,17,0,1346.4
Leap,sPO6I5xphL,Beltway Builders,Enterprise 2021,0011K000027TO7Q,3017,10/30/23,8/30/21,not found,Contractors - Building,30,100,3000,0,"$78,000 ",21054,Gambrills,MD,Sydney Stansell,Sydney Stansell,3000,50-249 employees,100-249 employees,30,0,30,0,3000
Leap,n11vBihrNu,Love Your Bath,Premium 2020,0011K00002LSXVM,2635,10/23/23,7/23/20,not found,Contractors - Building,46,55,2530,500,"$77,316 ",33626,Tampa Bay,FL,Jordan Kahlenberg,Jordan Kahlenberg,2530,20-49 employees,20-49 employees,10,0,46,0,2530
Leap,porkSyfuRt,Ameritech Construction Corp,Premium 2019,0014100001CqnHV,1214,10/17/23,1/17/18,not found,Glass Products & Services,22,50,1100,2500,"$75,596 ",22043,Falls Church,Virginia,Jordan Kahlenberg,Jordan Kahlenberg,1100,20-49 employees,20-49 employees,20,0,22,0,1100
Leap,PPXEUgagVi,Home Forever Inc.,Premium 2019,0011K00002H3lrB,2228,10/10/23,12/10/19,not found,,25,77,1925,500,"$74,047 ",61048,Lena,IL,Sydney Stansell,Sydney Stansell,1925,20-49 employees,20-49 employees,6,0,25,0,1925
Leap,OTBj7RMAoG,MR. FIX-IT,Premium 2019,0011K00002H49ht,2246,10/30/23,12/30/19,not found,Contractors - Building,25,94.05,2351.25,0,"$73,653 ",23005,Ashland,Virginia,Colton Temanson,Colton Temanson,2351.25,20-49 employees,20-49 employees,7,0,25,0,2351.25
Leap,0Rn5JV13vh,Reece Windows and Doors,Enterprise 2021,0011K00002RTXWQ,3009,10/27/23,7/27/21,423310,Glass Products & Services,65,75,4875,0,"$72,691 ",33710,St. Petersburg,FL,Yesenia Romero,Yesenia Romero,4875,50-249 employees,50-99 employees,,0,65,0,4875
Leap,UKsCQhKiDl,RoofPRO LLC,Premium 2019,0014100000IhDt8,1023,10/28/23,1/28/17,not found,Contractors - Roofing,15,77,1155,2500,"$72,687 ",21144,Severn,MD,Yesenia Romero,Yesenia Romero,1155,10-19 employees,10-19 employees,0,0,15,0,1155
Leap,dSIkSeo5ZA,Anderson Cabinet Company LLC,Premium 2021,0011K00002Sh5GN,3086,10/28/23,9/28/21,not found,Cabinets & Countertops,41,79.2,3247.2,0,"$72,474 ",49512,Grand Rapids,MI,Jordan Kahlenberg,Jordan Kahlenberg,3247.2,20-49 employees,20-49 employees,,0,41,0,3247.2
Leap,pKxIfhOiCK,American Home Design,Premium 2021,0014100000sB1wy,3209,10/21/23,12/21/21,not found,Construction Supplies & Services,60,65,3900,0,"$72,218 ",,Nashville,Tennessee,Yesenia Romero,Yesenia Romero,3900,50-249 employees,50-99 employees,30,0,60,0,3900
Leap,nwJ5bDBuJs,Re-Bath of Utah,Premium 2019,0014100001aEWs0,1274,10/27/23,4/27/18,not found,Contractors - Building,22,60.5,1331,2000,"$70,977 ",84115-2623,Salt Lake City,UT,Jordan Kahlenberg,Jordan Kahlenberg,1331,20-49 employees,20-49 employees,4,0,22,0,1331
Leap,cbtCme42D1,Kitchen Saver,Enterprise 2021,0011K00002J2HFz,2937,10/14/23,5/14/21,not found,Home Improvement & Remodeling Services,25,100,2500,0,"$70,615 ",21117,Owings Mills,Maryland,Yesenia Romero,Yesenia Romero,2500,250+ employees,250-499 employees,30,0,25,0,2500
Leap,V2Idvs3tJy,New Bath Today,Enterprise 2021,0011K00002CUmNs,3544,10/18/23,8/18/22,not found,Contractors - Building,116,75,8700,0,"$70,319 ",48083,Troy,MI,Jordan Kahlenberg,Jordan Kahlenberg,8700,50-249 employees,100-249 employees,,0,116,0,8700
Leap,h57GdHbV6n,Home Sealed Exteriors,Premium 2019,0014100000gIzZ2,1233,10/27/23,2/27/18,not found,Glass Products & Services,12,93.5,1122,2000,"$70,134 ",53151,New Berlin,Wisconsin,Yesenia Romero,Yesenia Romero,1122,10-19 employees,10-19 employees,1,0,12,0,1122
Leap,j98J20rep6,USA green,Premium 2019,0011K00002CS8Tz,1960,10/30/23,6/20/19,not found,,29,85.5,2479.5,600,"$69,913 ",33328,Davie,FL,Sydney Stansell,Sydney Stansell,2479.5,20-49 employees,20-49 employees,11,0,29,0,2479.5
Leap,e2BrSTZjhe,Joyce Factory Direct,Premium 2019,00141000018dszs,1183,10/28/23,11/28/17,not found,Glass Products & Services,30,50,1500,1500,"$69,251 ",44017,Berea,OH,Yesenia Romero,Yesenia Romero,1500,20-49 employees,20-49 employees,25,0,30,0,1500
Leap,ADtZyvmdD0,Phillips Home Improvements,Enterprise 2021,0011K000027SvHh,2889,10/14/23,4/14/21,not found,Contractors - Building,23,100,2300,0,"$67,979 ",75074,Plano,Utah,Yesenia Romero,Yesenia Romero,2300,20-49 employees,20-49 employees,12,0,23,0,2300
Leap,lGPRMwhDgP,Home Genius Exteriors - Pittsburgh,Enterprise 2021,0011K00002POl8S,2910,10/29/23,4/29/21,not found,Contractors - Roofing,50,88,4400,0,"$65,558 ",,,PA,Jordan Kahlenberg,Jordan Kahlenberg,4400,50-249 employees,100-249 employees,,0,50,0,4400
Leap,PccPPPfaxy,Exterior Source,Premium 2019,0014100000aaOWU,1036,10/15/23,6/15/17,not found,Contractors - Building,14,66,924,2500,"$65,174 ",23320,Chesapeake,VA,Francesca Furnells,Francesca Furnells,924,10-19 employees,10-19 employees,10,0,14,0,924
Leap,4Dkc2qVhNZ,Bath Fitter Utah,Enterprise 2021,0011K00002LT2Pk,2900,10/22/23,4/22/21,not found,,20,125,2500,0,"$64,743 ",,,UT,Yesenia Romero,Yesenia Romero,2500,20-49 employees,20-49 employees,11,0,20,0,2500
Leap,CAwzsO0R9x,Chouinard Bros.,Premium 2019,0014100001aEx80,2052,10/27/23,8/27/19,not found,Contractors - Roofing,14,88,1232,1500,"$64,457 ",L4G 7P4,Aurora,Ont.,Sydney Stansell,Sydney Stansell,1232,20-49 employees,20-49 employees,21,0,14,0,1232
Leap,OvKMpvqcSu,"We Do Repipes, Inc.",Premium 2019,0011K00002H538L,2298,10/31/23,1/31/20,not found,Contractors - Plumbers & Plumbing,12,137.5,1650,750,"$63,422 ",,Houston,Utah,Sydney Stansell,Sydney Stansell,1650,10-19 employees,10-19 employees,2,0,12,0,1650
Leap,OduDwRaicD,DreamHome,Premium 2019,0014100000VTCx3,1106,10/22/23,6/22/17,not found,Contractors - Roofing,6,66,396,2500,"$63,242 ",22193,Springfield,VA,Corey Stroup Mishenko,Corey Stroup Mishenko,396,10-19 employees,10-19 employees,13,0,6,0,396
Leap,jyYuGrrDV3,Re-Bath by Schicker,Premium 2019,0014100001mcM9U,1342,10/27/23,8/27/18,not found,Contractors - Building,15,80,1200,2500,"$62,500 ",94518,Conord,CA,Francesca Furnells,Francesca Furnells,1200,10-19 employees,10-19 employees,15,0,15,0,1200
Leap,L41yS8l4KA,Legacy Remodeling,Premium 2019,0014100001LhfUY,1243,10/14/23,3/14/18,not found,Contractors - Building,1,94.05,94.05,2000,"$61,438 ",15216,Pittsburgh,PA,Colton Temanson,Colton Temanson,94.05,10-19 employees,10-19 employees,6,0,1,0,94.05
Leap,yQpvxYGJAW,ABC Seamless of Nebraska,Premium 2019,0014100000k59zz,1139,10/19/23,9/19/17,not found,Contractors - Siding,14,60,840,1500,"$61,405 ",68504,Lincoln,NE,Colton Temanson,Colton Temanson,840,10-19 employees,10-19 employees,12,0,14,0,840
Leap,KUpyApUaY7,EXOVATIONS,Premium 2019,001410000210YUD,1462,10/21/23,1/21/19,not found,Contractors - Building,16,80,1280,0,"$61,348 ",30041,Cumming,GA,Francesca Furnells,Francesca Furnells,1280,50-249 employees,50-99 employees,18,0,16,0,1280
Leap,LJ0Naot2EZ,"American WeatherTechs, LLC",Enterprise 2021,0014100001aGIax,2939,10/17/23,5/17/21,not found,Glass Products & Services,20,105,2100,0,"$60,878 ",45069,West Chester,OH,Sydney Stansell,Sydney Stansell,2100,20-49 employees,20-49 employees,12,0,20,0,2100
Leap,x20sAjQRWz,Wonder Windows,Enterprise 2021,0014100000gFgzV,2909,10/29/23,4/29/21,444110,Contractors - Building,20,100,2000,0,"$60,525 ",14620,Rochester,NY,Jordan Kahlenberg,Jordan Kahlenberg,2000,20-49 employees,20-49 employees,10,0,20,0,2000
Leap,3s2IUR7ffV,Bath Planet of San Antonio dba Energy Home Pros,Premium 2019,0014100000Q6k9t,2078,10/17/23,9/17/19,not found,Glass Products & Services,40,55,2200,2000,"$58,875 ",78217,San Antonio,TX,Yesenia Romero,Yesenia Romero,2200,20-49 employees,20-49 employees,25,0,40,0,2200
Leap,BPCd298U0L,Entrypoint Doors and Windows,Premium 2019,0014100000Jzl9I,1018,10/24/23,5/24/17,444110,Construction Supplies & Services,17,63.25,1075.25,1250,"$58,135 ",30518,Bulford,GA,Sydney Stansell,Sydney Stansell,1075.25,10-19 employees,10-19 employees,15,0,17,0,1075.25
Leap,kGfskIPcJN,Couto Construction,Enterprise 2021,0014100001r83zn,2948,10/25/23,5/25/21,not found,Contractors - Roofing,19,125,2375,0,"$57,968 ",2745,New Bedford,MA,Yesenia Romero,Yesenia Romero,2375,50-249 employees,50-99 employees,9,0,19,0,2375
Leap,NHDmPfjLRb,Home Genius Exteriors - Philadelphia,Enterprise 2021,0011K00002POl7Q,2907,10/29/23,4/29/21,not found,Contractors - Roofing,43,88,3784,0,"$57,925 ",,,PA,Jordan Kahlenberg,Jordan Kahlenberg,3784,50-249 employees,100-249 employees,,0,43,0,3784
Leap,HnSHtEaRO4,Tom Adams Windows & Carpets,Premium 2019,0014100001PNF7H,1248,10/16/23,3/16/18,238330,Glass Products & Services,15,80.75,1211.25,1500,"$57,366 ",18966,Churchville,PA,Sydney Stansell,Sydney Stansell,1211.25,20-49 employees,20-49 employees,30,0,15,0,1211.25
Leap,9aVekA8HlT,Your Remodeling Guys dba Revelare Kitchens,Premium 2021,0011K00002U4Zes,3311,10/28/23,2/28/22,not found,Home Improvement & Remodeling Services,55,60,3300,0,"$56,975 ",17402,York,PA,Jordan Kahlenberg,Jordan Kahlenberg,3300,50-249 employees,50-99 employees,,0,55,0,3300
Leap,arEWYIbg0n,Elevated Roofing,Premium 2019,0011K000026Ju3i,1588,10/28/23,2/28/19,238160,Contractors - Roofing,10,77,770,1250,"$56,655 ",75034,Frisco,TX,Jordan Kahlenberg,Jordan Kahlenberg,770,20-49 employees,20-49 employees,15,0,10,0,770
Leap,F9lEgpDPh7,Rite Window,Premium 2020,0014100000yw7JQ,2605,11/7/23,7/7/20,444110,Glass Products & Services,32,50,1600,2000,"$55,904 ",1801,Woburn,MA,Corey Stroup Mishenko,Corey Stroup Mishenko,1600,50-249 employees,50-99 employees,40,0,32,0,1600
Leap,iG8vZ1mHmP,Right Choice Construction LLC,Premium 2019,0014100001vD4fh,1352,10/14/23,9/15/18,not found,Contractors - Roofing,9,85.5,769.5,2000,"$55,412 ",54667,Westby,Wisconsin,Jordan Kahlenberg,Jordan Kahlenberg,769.5,1-9 employees,5-9 employees,3,0,9,0,769.5
Leap,M8ZMOzsA8v,Allied Remodeling of Central Maryland,Enterprise 2021,0014100000iBjPl,2906,10/28/23,4/28/21,not found,Contractors - Roofing,20,95,1900,0,"$55,100 ",21286,Towson,MD,Sydney Stansell,Sydney Stansell,1900,20-49 employees,20-49 employees,17,0,20,0,1900
Leap,5Z2hoiyhG1,7th State Builders,Premium 2019,0011K00002ESJpF,2136,10/24/23,10/24/19,not found,Contractors - Building,10,104.5,1045,1625,"$54,722 ",,Owings,MD,Yesenia Romero,Yesenia Romero,1045,10-19 employees,10-19 employees,1,0,10,0,1045
Leap,SOqy7vzffQ,Your Home Improvement Company,SalesPro Enterprise 2023,00141000018dqXw,6565,11/2/23,5/2/23,not found,Construction Supplies & Services,144,68,9792,0,"$54,517 ",56301,Saint cloud,MN,Jordan Kahlenberg,Jordan Kahlenberg,9792,50-249 employees,100-249 employees,16,0,144,0,9792
Leap,YebFyBJsA0,True North Remodeling,Premium 2019,0014100001yT0Go,2240,10/19/23,12/19/19,not found,Contractors - Roofing,17,88,1496,2500,"$54,126 ",21090,Linthicum Heights,MD,Yesenia Romero,Yesenia Romero,1496,10-19 employees,10-19 employees,11,0,17,0,1496
Leap,p9j07O1Rbq,Midwest Construction & Supply Inc,Premium 2019,00141000019QJYu,1195,10/19/23,12/19/17,not found,Glass Products & Services,11,76,836,2000,"$53,557 ",50401,Mason City,IA,Sydney Stansell,Sydney Stansell,836,10-19 employees,10-19 employees,10,0,11,0,836
Leap,BY6Y0gnRaK,The Home Doctor,Premium 2019,00141000013TWUP,1154,10/25/23,10/25/17,not found,Contractors - Roofing,14,60,840,2500,"$52,755 ",22202,arlington,VA,Jordan Kahlenberg,Jordan Kahlenberg,840,10-19 employees,10-19 employees,10,0,14,0,840
Leap,XiwF5OqX4t,Shower Transformations,Premium 2020,0014100001PKJMN,2608,11/7/23,7/7/20,not found,Contractors - Building,20,74.9,1498,0,"$52,328 ",8007,Barrington,NJ,Corey Stroup Mishenko,Corey Stroup Mishenko,1498,20-49 employees,20-49 employees,16,0,20,0,1498
Leap,LFUqtuY4fb,Zimprovements,Premium 2019,0014100001sBZLk,1348,11/6/23,9/6/18,not found,Construction Supplies & Services,14,95,1330,2500,"$52,230 ",55902,Rochester,MN,Sydney Stansell,Sydney Stansell,1330,10-19 employees,10-19 employees,5,0,14,0,1330
Leap,0Lh34X6GHE,Bath Makeover by Shugarman,Enterprise 2021,0011K00002ES26M,3028,10/30/23,8/27/21,not found,Contractors - Building,19,125,2375,0,"$50,798 ",,San Diego,CA,Yesenia Romero,Yesenia Romero,2375,10-19 employees,10-19 employees,3,0,19,0,2375
Leap,TXvAqZbEYW,NEWPRO,SalesPro Enterprise 2023,0014100000XO8ia,6517,10/21/23,4/21/23,not found,Glass Products & Services,120,62.5,7500,0,"$49,625 ",1801,Woburn,Massachusetts,Jordan Kahlenberg,Jordan Kahlenberg,7500,250+ employees,250-499 employees,52,0,120,0,7500
