Leap Product,Company ObjectId,Account Name,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,NAICS Code,Primary Classification,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Consolidated Census Bands,Census Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR
Leap,QFCXtxZAyk,Spicer Brothers Construction,Enterprise 2021,0011K00002H4Otd,3035,10/30/23,8/30/21,not found,Contractors - Roofing,15,125,1875,0,"$49,313 ",21804,Salisbury,MD,Jordan Kahlenberg,Jordan Kahlenberg,1875,10-19 employees,10-19 employees,,0,15,0,1875
Leap,zbGoIvB4XW,JSB Home Solutions,Premium 2019,0014100001dMIaa,1298,10/25/23,5/25/18,not found,Home Improvement & Remodeling Services,10,93.5,935,1500,"$49,177 ",43110,Canal Winchester,OH,Christopher Cielo,Christopher Cielo,935,10-19 employees,10-19 employees,10,0,10,0,935
Leap,O6vqsGxr3Z,Presidential Exteriors,Premium 2021,00141000017CbYB,3229,10/31/23,12/31/21,not found,Contractors - Roofing,43,65,2795,0,"$48,673 ",20850,Rockville,Maryland,Jordan Kahlenberg,Jordan Kahlenberg,2795,20-49 employees,20-49 employees,,0,43,0,2795
Leap,kBq7tpqdQH,TruGuard,Premium 2019,0014100001HT0tb,1205,10/29/23,12/29/17,not found,Contractors - Roofing,5,63,315,2500,"$48,341 ",28105,Matthews,NC,Corey Stroup Mishenko,Corey Stroup Mishenko,315,1-9 employees,5-9 employees,7,0,5,0,315
Leap,A37NGCLyaU,Re-Bath of Alabama & Tennessee,Premium 2019,001410000211OXm,1400,10/13/23,11/13/18,not found,Contractors - Building,17,55,935,2500,"$48,012 ",35216,Birmingham,AL,Francesca Furnells,Francesca Furnells,935,50-249 employees,100-249 employees,1,0,17,0,935
Leap,5tTEMHSLc6,Gutter Helmet of WNC,Premium 2019,00141000018WSRE,1182,10/22/23,11/22/17,not found,Contractors - Roofing,10,70,700,2500,"$47,643 ",28756,Mill Spring,NC,Yesenia Romero,Yesenia Romero,700,10-19 employees,10-19 employees,5,0,10,0,700
Leap,gLGd0U7Ldx,Matrix Home Solutions,Enterprise 2021,0014100001fciiR,3369,10/31/23,3/31/22,not found,Contractors - Building,25,100,2500,0,"$47,500 ",60005,Arlington heights,IL,Jordan Kahlenberg,Jordan Kahlenberg,2500,50-249 employees,50-99 employees,80,0,25,0,2500
Leap,xuVRmmiwzB,Woodbridge Home Exteriors,Enterprise 2021,0014100000JRPoc,5935,10/12/23,1/12/23,not found,Contractors - Building,80,65.63,5250.4,0,"$47,254 ",75244,Dallas,TX,Jordan Kahlenberg,Jordan Kahlenberg,5250.4,250+ employees,250-499 employees,44,0,80,0,5250.4
Leap,kCZ9B23uGE,Koalaty Home Services,Premium 2019,0011K00002AGhEU,1910,10/23/23,5/23/19,not found,,3,88,264,900,"$47,061 ",80014,Aurora,CO,Christopher Cielo,Christopher Cielo,264,1-9 employees,1-4 employees,11,0,3,0,264
Leap,D5ym8UH6fc,Elite Remodeling Group,Premium 2019,0014100000yv9t8,1175,10/15/23,11/15/17,not found,Glass Products & Services,7,95,665,2500,"$46,793 ",60068,Rolling Meadows,IL,Jordan Kahlenberg,Jordan Kahlenberg,665,10-19 employees,10-19 employees,6,0,7,0,665
Leap,oRKeHIJs5c,Quantum Builders,Premium 2019,0011K00002ERXiD,2069,10/9/23,9/9/19,not found,Contractors - Roofing,11,88,968,0,"$46,288 ",77041,Houston,TX,Sydney Stansell,Sydney Stansell,968,10-19 employees,10-19 employees,11,0,11,0,968
Leap,BHEhQ6oBMV,Affordable Window Systems,Premium 2019,0014100000sCFus,1158,10/30/23,10/30/17,423310,Glass Products & Services,11,70,770,2500,"$45,787 ",33916,Ft Myers,FL,Sydney Stansell,Sydney Stansell,770,50-249 employees,50-99 employees,8,0,11,0,770
Leap,BRR5eOO39N,HomeZone Improvements,Premium 2019,0011K00002ADNcg,1851,10/24/23,4/24/19,not found,Glass Products & Services,14,55,770,0,"$45,031 ",48439,Grand Blanc,MI,Jordan Kahlenberg,Jordan Kahlenberg,770,10-19 employees,10-19 employees,5,0,14,0,770
Leap,vO64cuVFEH,Americas Dream HomeWorks,Premium 2019,0011K00002ESC5t,2109,11/4/23,10/4/19,not found,Contractors - Building,12,50,600,2000,"$44,803 ",95660,North Highlands,CA,Sydney Stansell,Sydney Stansell,600,50-249 employees,50-99 employees,5,0,12,0,600
Leap,EhDp7AAExU,Atlas Home Improvement,Premium 2019,0011K00002CUAwH,2100,10/27/23,9/27/19,not found,Contractors - Building,11,88,968,0,"$44,440 ",48189,Whitmore Lake,MI,Yesenia Romero,Yesenia Romero,968,10-19 employees,10-19 employees,5,0,11,0,968
Leap,INpQ46UwJa,Clearwater Exteriors,Premium 2019,0014100001VA8OY,1478,10/13/23,2/13/19,not found,Glass Products & Services,8,125,1000,1250,"$44,259 ",80120,Littleton,CO,Francesca Furnells,Francesca Furnells,1000,1-9 employees,5-9 employees,5,0,8,0,1000
Leap,mwcEPVjVwS,Freddy & Son Roofing,Enterprise 2021,0011K00002LRmN9,3477,10/14/23,6/27/22,238160,Contractors - Roofing,26,112.5,2925,0,"$44,258 ",,,Virginia,Colton Temanson,Colton Temanson,2925,20-49 employees,20-49 employees,,0,26,0,2925
Leap,fbbi1AEhBN,Home Concepts Custom Remodeling / Luxury Bath of Phoenix,Premium 2021,0014100001yScln,2974,10/18/23,6/18/21,236118,Contractors - Building,20,84,1680,0,"$44,026 ",85282,Tempe,AZ,Jordan Kahlenberg,Jordan Kahlenberg,1680,20-49 employees,20-49 employees,,0,20,0,1680
Leap,NGhM9VWQUB,Windows Direct USA,Enterprise 2021,0011K000025m0hs,3033,10/13/23,8/13/21,238130,Glass Products & Services,21,100,2100,0,"$44,004 ",45242,Blue Ash,Ohio,Jordan Kahlenberg,Jordan Kahlenberg,2100,20-49 employees,20-49 employees,,0,21,0,2100
Leap,Aco0n6KvQY,Able Builder and Contractor,Premium 2019,0011K000029fgI0,2345,10/21/23,2/21/20,not found,Contractors - Roofing,2,103.95,207.9,1000,"$43,798 ",,Richmond,VA,Francesca Furnells,Francesca Furnells,207.9,10-19 employees,10-19 employees,5,0,2,0,207.9
Leap,yNeCTh6mEA,Bathroom Buddy Remodeling,Premium 2020,0011K00002LSKYx,2633,10/22/23,7/22/20,236118,Contractors - Building,16,105,1680,2500,"$43,766 ",11787,Smithtown,NY,Jordan Kahlenberg,Jordan Kahlenberg,1680,10-19 employees,10-19 employees,5,0,16,0,1680
Leap,t3rPwSnVx0,Coastal Windows & Exteriors Inc.,Enterprise 2021,0014100001Bie6T,3089,10/28/23,9/28/21,238170,Contractors - Roofing,34,100,3400,0,"$43,617 ",1915,Beverly,MA,Jordan Kahlenberg,Jordan Kahlenberg,3400,20-49 employees,20-49 employees,,0,34,0,3400
Leap,NF7tW6CldF,Prairie Home Alliance,Enterprise 2021,0011K00002PQTSI,2950,10/25/23,5/25/21,not found,Contractors - Siding,15,100,1500,0,"$43,500 ",61571,Washington,IL,Yesenia Romero,Yesenia Romero,1500,50-249 employees,50-99 employees,,0,15,0,1500
Leap,3KmLrDWt3E,Rebath Houston,Enterprise 2021,0011K00002H3yOq,3476,10/18/23,6/23/22,not found,Contractors - Building,30,112.5,3375,0,"$42,932 ",,Houston,TX,Jordan Kahlenberg,Jordan Kahlenberg,3375,50-249 employees,100-249 employees,3,0,30,0,3375
Leap,HSCfFOfbFt,IBEX Roof,Enterprise 2021,0011K00002U3Why,3445,10/26/23,5/26/22,238160,Contractors - Roofing,27,125,3375,0,"$42,914 ",98665,Vancouver,Washington,Sydney Stansell,Sydney Stansell,3375,20-49 employees,20-49 employees,,0,27,0,3375
Leap,gMNSM6Bf6d,Sutton's Inc.,Premium 2019,00141000015YyT0,1165,11/2/23,11/2/17,not found,Contractors - Roofing,11,54,594,2500,"$42,329 ",62702,Springfield,IL,Colton Temanson,Colton Temanson,594,50-249 employees,100-249 employees,10,0,11,0,594
Leap,mDqQKGnRS9,"Childers Brothers, Inc.",Premium 2019,00141000015Z6ih,1166,11/2/23,11/2/17,not found,Contractors - Foundation,11,70,770,2500,"$42,216 ",79119,Amarillo,TX,Sydney Stansell,Sydney Stansell,770,10-19 employees,10-19 employees,5,0,11,0,770
Leap,a9DkhMGEiq,"Delerio Construction, LLC",Premium 2019,0011K000029hrW7,1823,10/18/23,4/18/19,not found,Home Improvement & Remodeling Services,14,55,770,2000,"$42,026 ",93722,Fresno,CA,Sydney Stansell,Sydney Stansell,770,10-19 employees,10-19 employees,5,0,14,0,770
Leap,R0pYTFMQPE,Lake Washington Windows & Doors,Enterprise 2021,0011K00002LVI0W,2916,10/30/23,4/30/21,423310,Glass Products & Services,12,125,1500,0,"$41,238 ",98057,Renton,WA,Yesenia Romero,Yesenia Romero,1500,10-19 employees,10-19 employees,8,0,12,0,1500
Leap,o5piyLFpGs,Western Timber Frame,Enterprise 2021,0011K00002VONcS,3470,10/17/23,6/17/22,not found,Landscaping Services & Supplies,20,110,2200,0,"$41,200 ",,,UT,Corey Stroup Mishenko,Corey Stroup Mishenko,2200,20-49 employees,20-49 employees,30,0,20,0,2200
Leap,sdnAUzP6jZ,West Michigan Glass Block,Premium 2019,0014100000INmst,1364,10/31/23,9/26/18,not found,Contractors - Building,7,85.5,598.5,2000,"$40,769 ",49509,Wyoming,MI,Corey Stroup Mishenko,Corey Stroup Mishenko,598.5,10-19 employees,10-19 employees,5,0,7,0,598.5
Leap,PHJ3qsViwc,Re-Bath of Mid-Florida,Premium 2020,0011K00002H4SFS,2761,10/16/23,12/16/20,not found,Contractors - Building,18,55,990,0,"$40,145 ",32714,Altamonte Springs,FL,Yesenia Romero,Yesenia Romero,990,10-19 employees,10-19 employees,10,0,18,0,990
Leap,HDlmk7wQDO,Rome Bath Remodel,Premium 2020,0014100001SZdoO,2637,10/27/23,7/27/20,not found,Contractors - Building,26,50,1300,2500,"$39,957 ",18704,Forty Fort,PA,Sydney Stansell,Sydney Stansell,1300,20-49 employees,20-49 employees,11,0,26,0,1300
Leap,oYg0MnvtV9,Lifestyles Home Products,Enterprise 2021,0011K00002VODDt,3481,10/28/23,6/28/22,not found,Glass Products & Services,30,75,2250,0,"$39,036 ",K9J 3X2,Peterborough,ON,Jordan Kahlenberg,Jordan Kahlenberg,2250,50-249 employees,50-99 employees,40,0,30,0,2250
Leap,j6EuexXqrK,Gutter Helmet of North Florida LLC,Premium 2020,0011K00002J3dpv,2586,10/29/23,6/29/20,not found,Cleaning Services & Supplies,13,80,1040,0,"$39,004 ",32211,Jacksonville,FL,Corey Stroup Mishenko,Corey Stroup Mishenko,1040,10-19 employees,10-19 employees,11,0,13,0,1040
Leap,T5dyPaU2GO,Sunburst Construction-Deck Guru,Premium 2019,0011K00002H5VIU,2353,10/27/23,2/27/20,not found,,8,104.5,836,1500,"$38,889 ",,Rockville,MD,Colton Temanson,Colton Temanson,836,1-9 employees,5-9 employees,6,0,8,0,836
Leap,a16oNbOg1O,Tundraland,Enterprise 2021,0014100000P0wie,6211,10/28/23,2/28/23,not found,,67,75,5025,0,"$38,535 ",54130,Kaukauna,Wisconsin,Jordan Kahlenberg,Jordan Kahlenberg,5025,50-249 employees,50-99 employees,51,0,67,0,5025
Leap,SAdqRSr14f,Payless Kitchen and Bath,Premium 2019,0014100001SZFOK,2148,10/31/23,10/31/19,not found,Contractors - Building,20,55,1100,1500,"$38,181 ",91204,Glendale,CA,Yesenia Romero,Yesenia Romero,1100,20-49 employees,20-49 employees,5,0,20,0,1100
Leap,EmF2xw5PtG,Transylvania Concrete Coatings,Premium 2019,0011K00002H3g4S,2242,10/20/23,12/20/19,not found,Contractors - Concrete,5,123.75,618.75,2000,"$38,006 ",8221,Linwood,NJ,Corey Stroup Mishenko,Corey Stroup Mishenko,618.75,1-9 employees,5-9 employees,1,0,5,0,618.75
Leap,HbyyEhjefB,EZPro Baths Express,Premium 2020,0011K00002H4Nl9,2668,10/31/23,8/31/20,not found,Contractors - Building,19,50,950,2500,"$37,921 ",27511,Cary,NC,Jordan Kahlenberg,Jordan Kahlenberg,950,50-249 employees,50-99 employees,11,0,19,0,950
Leap,mMpNhFUX9D,AIC Roofing,Premium 2019,0011K000025mDsH,1555,10/28/23,2/25/19,not found,Contractors - Roofing,6,115.5,693,2500,"$37,873 ",8755,Toms River,NJ,Yesenia Romero,Yesenia Romero,693,10-19 employees,10-19 employees,5,0,6,0,693
Leap,TJEW34GSuL,Armstrong Installation Services,Premium 2019,0014100000HRVQ9,1009,10/10/23,2/10/17,not found,Contractors - Roofing,2,93.5,187,2500,"$37,819 ",94608,Emeryville,CA,Colton Temanson,Colton Temanson,187,50-249 employees,50-99 employees,7,0,2,0,187
Leap,jrKHphMsMD,BathWorks of Michigan LLc,Premium 2020,0011K00002J4j0O,2763,10/18/23,12/18/20,not found,Contractors - Building,26,105,2730,1250,"$37,328 ",49428,Georgetown Twp.,MI,Yesenia Romero,Yesenia Romero,2730,20-49 employees,20-49 employees,,0,26,0,2730
Leap,Tk4dfetaSH,Frey Construction,Premium 2019,0011K00002H5GtE,2344,10/21/23,2/21/20,not found,Contractors - Roofing,10,94.05,940.5,1500,"$36,629 ",53578,Prairie du Sac,Wisconsin,Sydney Stansell,Sydney Stansell,940.5,10-19 employees,10-19 employees,5,0,10,0,940.5
Leap,KulmvKJS21,Ferris Home Improvements,Premium 2020,0011K00002NErB2,2749,11/1/23,12/1/20,not found,Contractors - Roofing,13,80,1040,0,"$36,587 ",19971,Rehoboth Beach,DE,Yesenia Romero,Yesenia Romero,1040,10-19 employees,10-19 employees,,0,13,0,1040
Leap,9otHh35tqg,Healthy Way Waterproofing & Mold Remediation LLC,Premium 2019,0011K00002ERMue,2060,10/29/23,8/29/19,not found,Waste Management,3,137.5,412.5,1500,"$36,557 ",,Wall Township,NJ,Corey Stroup Mishenko,Corey Stroup Mishenko,412.5,10-19 employees,10-19 employees,1,0,3,0,412.5
Leap,P75iqPYDvO,ReBath of OKC / Odessa,Premium 2019,0011K00002FgE1F,2165,10/15/23,11/15/19,not found,Contractors - Building,10,60.5,605,1250,"$36,438 ",73132,Warr Acres,OK,Colton Temanson,Colton Temanson,605,10-19 employees,10-19 employees,5,0,10,0,605
Leap,PJMKo7Fnqe,Independent Home,Enterprise 2021,0011K00002SjLMM,3169,10/24/23,11/24/21,not found,Contractors - Building,51,75,3825,0,"$36,196 ",11963,West Hempstead,NY,Jordan Kahlenberg,Jordan Kahlenberg,3825,50-249 employees,50-99 employees,30,0,51,0,3825
Leap,vaCGwJx2Jd,"Dry Otter Waterproofing, Inc.",Premium 2019,001410000160tAD,1167,11/6/23,11/6/17,not found,Home Improvement & Remodeling Services,7,70,490,2500,"$34,736 ",61109,Rockford,IL,Colton Temanson,Colton Temanson,490,1-9 employees,5-9 employees,5,0,7,0,490
Leap,d9kcknc1D6,Indiana Spray Foam,Premium 2019,0011K00002ERKQ3,2055,10/28/23,8/28/19,not found,Contractors - Insulation,6,115.5,693,2000,"$34,211 ",46356,Lowell,IN,Jordan Kahlenberg,Jordan Kahlenberg,693,10-19 employees,10-19 employees,5,0,6,0,693
Leap,p8oNMqprta,Bath Pro,Premium 2021,0014100001dLd6u,3134,10/30/23,10/29/21,not found,Contractors - Building,22,90,1980,0,"$34,116 ",,Clemmons,NC,Sydney Stansell,Sydney Stansell,1980,20-49 employees,20-49 employees,,0,22,0,1980
Leap,JlfeFQn19y,Minnesota Rusco Inc,Enterprise 2021,0014100000ERFVE,6001,10/20/23,1/20/23,not found,Glass Products & Services,55,68.75,3781.25,0,"$34,031 ",,New Hope,MN,Jordan Kahlenberg,Jordan Kahlenberg,3781.25,50-249 employees,100-249 employees,21,0,55,0,3781.25
Leap,C3pZkFmBcW,Value Dry,Premium 2021,0011K00002H5wtO,2986,10/30/23,6/30/21,not found,Home Improvement & Remodeling Services,14,79,1106,0,"$33,762 ",20763,Savage,MD,Sydney Stansell,Sydney Stansell,1106,10-19 employees,10-19 employees,,0,14,0,1106
Leap,yXkLKGDpiU,Minnesota Exteriors,Premium 2021,0014100001aE1tU,3158,10/17/23,11/17/21,not found,Contractors - Siding,27,75,2025,0,"$33,212 ",55369,Osseo,MN,Jordan Kahlenberg,Jordan Kahlenberg,2025,50-249 employees,50-99 employees,10,0,27,0,2025
Leap,EtIPlTV7MD,Home Genius Exteriors - New Jersey,Enterprise 2021,0011K00002POl91,2911,10/29/23,4/29/21,not found,Contractors - Roofing,1,88,88,0,"$33,064 ",,,NJ,Sydney Phillips,Sydney Phillips,88,50-249 employees,100-249 employees,,0,1,0,88
Leap,wIx6Ohhbte,Rescom Exteriors Inc.,Premium 2020,0011K00002ERKLD,2790,10/20/23,1/20/21,not found,Glass Products & Services,11,80,880,0,"$33,008 ",1501,Auburn,MA,Jordan Kahlenberg,Jordan Kahlenberg,880,10-19 employees,10-19 employees,10,0,11,0,880
Leap,Xjndt345Um,Advanced Window Systems LLC,Premium 2020,0014100000tIPBP,2860,10/30/23,3/19/21,423310,Glass Products & Services,24,54.45,1306.8,0,"$32,916 ",6037,Berlin,CT,Sydney Stansell,Sydney Stansell,1306.8,20-49 employees,20-49 employees,11,0,24,0,1306.8
Leap,kCbLUNdwLu,Complete Home Solutions,Premium 2019,0014100001dKn1O,1288,10/14/23,5/14/18,not found,Contractors - Insulation,6,104.5,627,2500,"$32,659 ",20711,Lothian,MD,Sydney Stansell,Sydney Stansell,627,10-19 employees,10-19 employees,2,0,6,0,627
Leap,2mIw4R2shU,RJW Contracting,Premium 2021,0011K000025mXLt,2958,10/29/23,5/29/21,not found,Contractors - Building,7,90,630,0,"$32,332 ",7849,Jefferson,NJ,Yesenia Romero,Yesenia Romero,630,10-19 employees,10-19 employees,,0,7,0,630
Leap,pdXL67zISB,Campopiano Roofing,Premium 2019,0011K000025mBei,1623,11/7/23,3/7/19,238160,Contractors - Roofing,6,94.05,564.3,1500,"$32,320 ",44087-4330,Twinsburg,OH,Corey Stroup Mishenko,Corey Stroup Mishenko,564.3,10-19 employees,10-19 employees,6,0,6,0,564.3
Leap,5kXjtGN6Qt,Home Solutions Midwest,Premium 2019,0014100000VPtS8,1129,10/22/23,8/22/17,not found,Glass Products & Services,6,70,420,2000,"$32,110 ",56007,Albert Lea,MN,Corey Stroup Mishenko,Corey Stroup Mishenko,420,10-19 employees,10-19 employees,6,0,6,0,420
Leap,KRBqLyC9HO,Windows Plus KY,Premium 2020,0011K00002ERZRK,2696,10/14/23,10/14/20,not found,Glass Products & Services,13,85.5,1111.5,1000,"$31,887 ",40299,Jeffersontown,KY,Yesenia Romero,Yesenia Romero,1111.5,10-19 employees,10-19 employees,0,0,13,0,1111.5
Leap,P8oDa5x9NT,"Pinnacle Exteriors, Inc.",Premium 2021,0011K00002LTLAn,2956,10/30/23,5/28/21,not found,Home Improvement & Remodeling Services,14,90,1260,0,"$31,559 ",18102,Allentown,PA,Sydney Stansell,Sydney Stansell,1260,10-19 employees,10-19 employees,,0,14,0,1260
Leap,FM2yJgNajl,Tubbs by Grubbs,Premium 2019,0011K0000223cO9,1436,11/8/23,1/8/19,not found,Contractors - Building,8,55,440,2000,"$31,528 ",71291,West Monroe,LA,Corey Stroup Mishenko,Corey Stroup Mishenko,440,10-19 employees,10-19 employees,5,0,8,0,440
Leap,ng7ekPJgr0,Arrington Roofing,Premium 2019,0011K00002H5F41,2324,10/10/23,2/10/20,238160,Contractors - Roofing,7,104.5,731.5,0,"$31,286 ",75208,Dallas,TX,Corey Stroup Mishenko,Corey Stroup Mishenko,731.5,1-9 employees,5-9 employees,6,0,7,0,731.5
Leap,WXJbiHp5Xp,Borrell Construction Service LLC,Premium 2020,0014100001VAF2Y,2478,10/23/23,4/23/20,not found,Contractors - Building,15,55,825,0,"$31,286 ",18508,Scranton,PA,Sydney Stansell,Sydney Stansell,825,10-19 employees,10-19 employees,10,0,15,0,825
Leap,gBru2bpdXU,Great Lakes Home Renovations,Premium 2020,0014100000bzkyk,2500,10/30/23,4/30/20,not found,Contractors - Building,15,60.5,907.5,0,"$31,285 ",55124,Apple Valley,MN,Yesenia Romero,Yesenia Romero,907.5,10-19 employees,10-19 employees,6,0,15,0,907.5
Leap,PlRe20uHDG,Wright Family Construction,Premium 2019,0011K00002CUvhN,2020,10/29/23,7/29/19,not found,,5,115.5,577.5,2500,"$31,270 ",,Little Rock,AR,Colton Temanson,Colton Temanson,577.5,1-9 employees,5-9 employees,5,0,5,0,577.5
Leap,BX4lcdky17,Sharp Construction llc,Premium 2021,0011K00002ESJt2,2932,10/9/23,5/9/21,not found,Contractors - Roofing,13,89,1157,0,"$31,102 ",49423,Holland,MI,Sydney Stansell,Sydney Stansell,1157,10-19 employees,10-19 employees,15,0,13,0,1157
Leap,YvwgRzIMGt,Southern National Roofing,Enterprise 2021,0011K00002VN5HJ,3514,10/27/23,7/27/22,not found,Contractors - Roofing,25,112.5,2812.5,1500,"$30,861 ",,,MD,Sydney Stansell,Sydney Stansell,2812.5,50-249 employees,50-99 employees,,0,25,0,2812.5
Leap,mqzNZvx3AQ,Bath Innovations of Alabama,Premium 2019,0014100000P12zm,1014,10/13/23,4/13/17,not found,Contractors - Building,5,77,385,2500,"$30,815 ",36107,Montgomery,AL,Christopher Cielo,Christopher Cielo,385,1-9 employees,5-9 employees,5,0,5,0,385
Leap,78MjUJ2Fn0,ABC Seamless Sioux Falls,Premium 2019,0014100000U3iga,1000,10/24/23,4/24/17,not found,Contractors - Siding,5,77,385,2500,"$30,815 ",57104,Sioux Falls,SD,Corey Stroup Mishenko,Corey Stroup Mishenko,385,1-9 employees,5-9 employees,4,0,5,0,385
Leap,HtcuvnKqOe,GKontos Roofing Specialists,Premium 2019,0011K00002EQlRi,2046,10/22/23,8/22/19,not found,Contractors - Roofing,6,104.5,627,1250,"$30,724 ",12540,Lagrangeville,NY,Yesenia Romero,Yesenia Romero,627,1-9 employees,5-9 employees,5,0,6,0,627
Leap,k9tY4Wvub5,MicroMeshGutterGuards.com,Premium 2020,0011K00002J3nMu,2682,10/28/23,9/28/20,not found,Cleaning Services & Supplies,1,80,80,0,"$30,627 ",,Paterson,NJ,Corey Stroup Mishenko,Corey Stroup Mishenko,80,1-9 employees,1-4 employees,11,0,1,0,80
Leap,I0ZUPtyfCA,Colorado Classic Exteriors,Premium 2019,0014100001mav2i,1320,10/26/23,7/26/18,not found,Glass Products & Services,3,85.5,256.5,2000,"$30,469 ",80003,Arvada,CO,Christopher Cielo,Christopher Cielo,256.5,1-9 employees,1-4 employees,2,0,3,0,256.5
Leap,tM36HPtC9H,Remodel Rx,Premium 2019,0014100001yRiXR,1375,10/12/23,10/12/18,not found,Contractors - Roofing,4,95,380,2500,"$30,309 ",21046,Columbia,MD,Colton Temanson,Colton Temanson,380,10-19 employees,10-19 employees,5,0,4,0,380
Leap,n5SquieqaL,Bordner Home Solutions,Enterprise 2021,0014100000RvyJj,3627,10/28/23,9/28/22,not found,Construction Supplies & Services,22,85,1870,0,"$30,019 ",80919,Colorado Springs,CO,Corey Stroup Mishenko,Corey Stroup Mishenko,1870,20-49 employees,20-49 employees,15,0,22,0,1870
Leap,Nf4hDVxRO0,Clarkston Window and Door,Premium 2019,0014100001aDujS,1266,10/18/23,4/18/18,444110,Glass Products & Services,5,104.5,522.5,2500,"$29,908 ",48342,Pontiac,MI,Christopher Cielo,Christopher Cielo,522.5,10-19 employees,10-19 employees,3,0,5,0,522.5
Leap,biTUNTKG1e,Sundance Homes LLC,Enterprise 2021,0014100001NaKGV,3218,10/31/23,12/23/21,not found,Contractors - Building,10,125,1250,0,"$29,695 ",21919,Earleville,MD,Corey Stroup Mishenko,Corey Stroup Mishenko,1250,10-19 employees,10-19 employees,4,0,10,0,1250
Leap,o06EXrtOpx,Re-Bath of Austin,Premium 2019,0014100001VAEbs,1260,11/5/23,4/5/18,not found,Contractors - Building,9,60.5,544.5,2000,"$29,669 ",78753,Austin,TX,Corey Stroup Mishenko,Corey Stroup Mishenko,544.5,10-19 employees,10-19 employees,5,0,9,0,544.5
Leap,WtEjaISe3t,Lifetime Bath and Shower,Enterprise 2021,0011K00002YLxWO,5683,10/28/23,12/12/22,not found,Glass Products & Services,33,75,2475,0,"$29,436 ",,,CO,Yesenia Romero,Yesenia Romero,2475,20-49 employees,20-49 employees,,0,33,0,2475
Leap,4qKgAtdaGi,Guardian Inc.,Enterprise 2021,0011K00002FgWqx,3422,10/18/23,5/18/22,not found,Contractors - Roofing,15,115,1725,0,"$29,325 ",53235,Saint Francis,WI,Sydney Stansell,Sydney Stansell,1725,10-19 employees,10-19 employees,,0,15,0,1725
Leap,4O0ghTyuex,Southwest Blinds & Shutters,Enterprise 2021,0011K00002R2wxy,3490,11/6/23,7/6/22,not found,Housewares & Home Decor,18,112.5,2025,0,"$29,168 ",,,AZ,Sydney Stansell,Sydney Stansell,2025,20-49 employees,20-49 employees,25,0,18,0,2025
Leap,po3xqtLIDy,Re-Bath Atlanta,Premium 2019,0011K00002ESIth,2120,10/11/23,10/11/19,not found,Contractors - Building,11,60.5,665.5,1500,"$29,097 ",30067,Marietta,GA,Colton Temanson,Colton Temanson,665.5,50-249 employees,50-99 employees,2,0,11,0,665.5
Leap,csIqZ7A5Gq,Seaway Window,Premium 2019,0014100001aGsqL,2207,10/26/23,11/26/19,444110,Glass Products & Services,7,94.05,658.35,0,"$28,941 ",16510,Erie,PA,Sydney Stansell,Sydney Stansell,658.35,1-9 employees,5-9 employees,6,0,7,0,658.35
Leap,M7x4rOn34p,Home Smart,Enterprise 2021,0014100000yw6zY,6054,10/27/23,1/27/23,not found,Contractors - Building,35,115,4025,0,"$28,789 ",19014,Philadelphia,PA,Yesenia Romero,Yesenia Romero,4025,20-49 employees,20-49 employees,8,0,35,0,4025
Leap,0rMW3lWveJ,Green Eco Solutions dbo Gutter Magician,Premium 2020,0014100000gI595,2493,10/29/23,4/29/20,not found,Cleaning Services & Supplies,9,104.5,940.5,0,"$28,720 ",,Allentown,PA,Jordan Kahlenberg,Jordan Kahlenberg,940.5,10-19 employees,10-19 employees,8,0,9,0,940.5
Leap,h42Dv813Ib,Mr Roof Company,Premium 2020,0011K00002EPNeQ,2429,10/31/23,3/31/20,not found,Contractors - Roofing,7,123.75,866.25,0,"$28,372 ",60090,Wheeling,IL,Sydney Stansell,Sydney Stansell,866.25,10-19 employees,10-19 employees,1,0,7,0,866.25
Leap,PbBdSDvgkF,Wonder Showers and Baths,Enterprise 2021,0011K00002R3LeH,2955,10/28/23,5/28/21,not found,Contractors - Building,10,100,1000,0,"$28,258 ",14623,Rochester,NY,Corey Stroup Mishenko,Corey Stroup Mishenko,1000,10-19 employees,10-19 employees,,0,10,0,1000
Leap,h8O8gkWtou,Hoffman Weber Construction,Enterprise 2021,0011K00002WG3Kx,3552,10/31/23,8/30/22,not found,Contractors - Building,20,95,1900,0,"$28,212 ",55432,Fridley,Minnesota,Yesenia Romero,Yesenia Romero,1900,50-249 employees,100-249 employees,26,0,20,0,1900
Leap,F3PmTrm8dv,Bushey's,Premium 2019,0014100000gJ4vo,1193,10/15/23,12/15/17,not found,Glass Products & Services,5,76,380,1500,"$27,723 ",46802,Fort Wayne,IN,Colton Temanson,Colton Temanson,380,1-9 employees,5-9 employees,3,0,5,0,380
Leap,5TsTyI4cFm,Ruff n Tuff Turf,Enterprise 2021,0011K00002Skf1f,3220,10/23/23,12/23/21,not found,Landscaping Services & Supplies,6,125,750,0,"$27,593 ",92614,Irvine,CA,Yesenia Romero,Yesenia Romero,750,1-9 employees,5-9 employees,,0,6,0,750
